date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,year,month,day
2014-05-09,195000.0,2,1,720.0,7683.0,1,no,No,average,720,0,1950,2005,10614 57th Ave S,Seattle,WA 98178,USA,2014,5,9
2014-05-09,275000.0,3,1,1390.0,7683.0,1,no,No,average,1390,0,1922,2013,4609-4699 Preston-Fall City Rd SE,Fall City,WA 98024,USA,2014,5,9
2014-05-09,387000.0,3,2,1445.0,1606.0,2,no,No,average,1300,145,2003,0,206-458 Lingering Pine Dr NW,Issaquah,WA 98027,USA,2014,5,9
2014-05-09,490000.0,2,1,1840.0,3300.0,1,no,No,good,1130,710,1910,0,6255 4th Ave NW,Seattle,WA 98107,USA,2014,5,9
2014-05-09,505000.0,3,2,2100.0,5824.0,2,no,average,average,2100,0,1999,0,7418 Dogwood Ln SE,Snoqualmie,WA 98065,USA,2014,5,9
2014-05-09,303500.0,3,1,1060.0,10464.0,1,no,No,good,1060,0,1973,0,14320 84th Ave NE,Kirkland,WA 98034,USA,2014,5,9
2014-05-09,270000.0,3,1,1500.0,6337.0,1,no,No,excellent,1500,0,1953,0,13532 15th Pl NE,Seattle,WA 98125,USA,2014,5,9
2014-05-09,323000.0,4,2,1970.0,7213.0,1,no,No,average,1170,800,1977,2004,17814 161st Ave SE,Renton,WA 98058,USA,2014,5,9
2014-05-09,382000.0,3,3,1410.0,1253.0,3,no,No,average,1410,0,2005,0,9507 Ashworth Ave N,Seattle,WA 98103,USA,2014,5,9
2014-05-09,469000.0,4,2,3720.0,9450.0,1,no,excellent,excellent,1960,0,1962,0,13615 Somerset Ln SE,Bellevue,WA 98006,USA,2014,5,9
2014-05-09,280000.0,4,2,2190.0,7683.0,1,no,No,good,1180,1010,1977,0,3331 S 368th Pl,Auburn,WA 98001,USA,2014,5,9
2014-05-09,260000.0,3,2,1920.0,8075.0,1,no,No,good,1510,410,1969,0,32704 33rd Ave SW,Federal Way,WA 98023,USA,2014,5,9
2014-05-09,201500.0,3,1,1160.0,8320.0,1,no,No,good,1160,0,1959,0,24345 35th Pl S,Kent,WA 98032,USA,2014,5,9
2014-05-09,469000.0,4,2,1980.0,7683.0,2,no,No,good,1590,950,1996,0,13905 184th Ave NE,Woodinville,WA 98072,USA,2014,5,9
2014-05-09,536500.0,4,1,2000.0,4000.0,1,no,No,excellent,1450,550,1926,0,4127 Fauntleroy Way SW,Seattle,WA 98126,USA,2014,5,9
2014-05-09,248000.0,4,3,2163.0,5883.0,2,no,No,average,2163,0,2006,0,429 Milwaukee Blvd S,Algona,WA 98001,USA,2014,5,9
2014-05-09,532000.0,5,3,3480.0,7683.0,1,no,No,good,2340,1140,1976,1992,23801 SE 162nd St,Issaquah,WA 98027,USA,2014,5,9
2014-05-09,580000.0,4,2,2840.0,6268.0,2,no,No,average,2840,0,1998,2006,15217 80th Ave NE,Kenmore,WA 98028,USA,2014,5,9
2014-05-09,463000.0,2,1,1150.0,4400.0,1,no,No,good,1150,0,1905,0,401 31st Ave E,Seattle,WA 98112,USA,2014,5,9
2014-05-09,742500.0,4,2,3100.0,3773.0,2,no,No,average,2000,1100,1919,1996,1614 32nd Ave,Seattle,WA 98122,USA,2014,5,9
2014-05-09,260000.0,3,2,1420.0,7683.0,1,no,No,good,1020,400,1963,0,3319 S 262nd St,Kent,WA 98032,USA,2014,5,9
2014-05-09,590000.0,4,2,2430.0,7683.0,1,no,No,average,2430,0,1993,0,18616 215th Way NE,Woodinville,WA 98077,USA,2014,5,9
2014-05-09,312000.0,4,2,1930.0,7452.0,1,no,No,average,1430,500,1984,0,21423 114th Pl SE,Kent,WA 98031,USA,2014,5,9
2014-05-09,566000.0,3,2,1660.0,10140.0,1,no,No,good,1370,290,1980,0,9828 159th Pl NE,Redmond,WA 98052,USA,2014,5,9
2014-05-09,511555.0,3,2,1400.0,7293.0,1,no,No,good,1400,0,1963,0,2655 166th Ave SE,Bellevue,WA 98008,USA,2014,5,9
2014-05-09,583000.0,4,2,2660.0,4000.0,2,no,No,average,2660,0,2001,0,9921 227th Way NE,Redmond,WA 98053,USA,2014,5,9
2014-05-09,290000.0,4,2,2000.0,7683.0,1,no,No,good,1200,800,1968,0,3026 S Star Lake Rd,Auburn,WA 98001,USA,2014,5,9
2014-05-09,311100.0,4,2,2130.0,8078.0,1,no,No,good,1380,750,1977,0,3502 Morris Ave S,Renton,WA 98055,USA,2014,5,9
2014-05-09,325000.0,3,2,1352.0,1694.0,3,no,No,average,1352,0,2007,0,1211 NE 135th St,Seattle,WA 98125,USA,2014,5,9
2014-05-09,491300.0,3,1,1750.0,11340.0,1,no,poor,good,1300,450,1987,0,400-498 211th Pl NE,Sammamish,WA 98074,USA,2014,5,9
2014-05-09,315000.0,5,1,2320.0,8100.0,1,no,No,good,1160,1160,1956,0,439 SW 156th St,Burien,WA 98166,USA,2014,5,9
2014-05-09,360000.0,2,1,1420.0,7683.0,1,no,No,average,1180,240,1956,2001,18730-18798 109 Ln SE,Renton,WA 98055,USA,2014,5,9
2014-05-09,330000.0,4,2,350.0,3784.0,2,no,No,average,350,0,2003,0,16828 166th Pl SE,Renton,WA 98058,USA,2014,5,9
2014-05-09,481450.0,3,2,1410.0,4800.0,1,no,No,average,1410,0,1940,1996,7701 16th Ave NW,Seattle,WA 98117,USA,2014,5,9
2014-05-09,234950.0,3,1,1360.0,9948.0,1,no,No,average,1360,0,1977,2004,21612 SE 290th Ct,Black Diamond,WA 98010,USA,2014,5,9
2014-05-09,251000.0,3,1,1220.0,7250.0,1,no,No,average,1220,0,1962,2003,445 Meadow Dr SE,North Bend,WA 98045,USA,2014,5,9
2014-05-09,782000.0,4,2,2830.0,7683.0,2,no,No,average,1980,850,1979,2014,11110 NE 38th Pl,Bellevue,WA 98004,USA,2014,5,9
2014-05-09,833000.0,4,2,3780.0,10308.0,2,no,No,average,1590,0,1999,0,26621 SE 22nd Way,Sammamish,WA 98075,USA,2014,5,9
2014-05-09,542500.0,4,2,2330.0,7683.0,2,no,No,good,2330,0,1978,2000,2084-2104 144th Ave SE,Bellevue,WA 98007,USA,2014,5,9
2014-05-09,851000.0,3,2,3560.0,7683.0,2,no,No,average,3560,0,1987,2000,21630-21648 NE 67th St,Redmond,WA 98053,USA,2014,5,9
2014-05-09,325000.0,4,1,1470.0,7683.0,1,no,No,average,1470,0,1976,0,29606 SE 286 St,Ravensdale,WA 98051,USA,2014,5,9
2014-05-09,415000.0,4,2,3060.0,7683.0,2,no,No,average,3060,0,1992,0,31701-31799 SE 291st St,Ravensdale,WA 98051,USA,2014,5,9
2014-05-09,252500.0,3,1,1030.0,6127.0,1,no,No,average,880,150,1947,2012,819 NE 125th St,Seattle,WA 98125,USA,2014,5,9
2014-05-09,465000.0,4,2,1930.0,9653.0,1,no,No,good,1930,0,1968,0,29612 2nd Ave SW,Federal Way,WA 98023,USA,2014,5,9
2014-05-09,336900.0,3,1,1780.0,7683.0,1,no,No,good,1780,0,1979,0,33030 NE 201st St,Duvall,WA 98019,USA,2014,5,9
2014-05-09,225000.0,3,2,2000.0,9202.0,2,no,No,good,2000,0,1992,0,21227 SE 278th Way,Maple Valley,WA 98038,USA,2014,5,9
2014-05-09,270000.0,3,2,1690.0,9583.0,1,no,No,good,1690,0,1969,0,108-150 Union Ave SE,Renton,WA 98059,USA,2014,5,9
2014-05-09,469000.0,5,2,1980.0,7683.0,2,no,average,average,3390,0,1987,2000,8608 N Mercer Way,Mercer Island,WA 98040,USA,2014,5,9
2014-05-09,536000.0,3,1,1300.0,5413.0,1,no,No,average,1300,0,1925,1992,9610 8th Ave NE,Seattle,WA 98115,USA,2014,5,9
2014-05-09,585000.0,4,3,2400.0,7683.0,2,no,No,good,2400,0,1982,2011,15610 NE 159th St,Woodinville,WA 98072,USA,2014,5,9
2014-05-09,445000.0,2,2,1150.0,6634.0,1,no,No,average,860,290,1940,1996,1721 NE 98th St,Seattle,WA 98115,USA,2014,5,9
2014-05-09,320000.0,4,2,2310.0,7490.0,2,no,No,average,2310,0,1980,0,11131 SE 183rd Pl,Renton,WA 98055,USA,2014,5,9
2014-05-09,769900.0,4,3,2730.0,3047.0,2,no,No,average,2400,330,2006,0,2653 46th Ave SW,Seattle,WA 98116,USA,2014,5,9
2014-05-09,557000.0,4,2,2840.0,4500.0,2,no,No,average,2840,0,2012,1912,19226 76th Pl NE,Kenmore,WA 98028,USA,2014,5,9
2014-05-09,212000.0,2,1,1020.0,1525.0,2,no,No,average,1020,0,2004,2003,10312 Linden Ave N,Seattle,WA 98133,USA,2014,5,9
2014-05-09,376000.0,3,2,1340.0,1384.0,3,no,No,average,1340,0,2008,0,9245-9249 Fremont Ave N,Seattle,WA 98103,USA,2014,5,9
2014-05-09,800000.0,4,3,3540.0,7683.0,2,no,No,average,3540,0,2007,0,33001 NE 24th St,Carnation,WA 98014,USA,2014,5,9
2014-05-09,469000.0,5,2,1980.0,7683.0,2,no,No,average,1590,850,2010,0,7070 270th Pl SE,Issaquah,WA 98029,USA,2014,5,9
2014-05-09,324000.0,3,2,998.0,904.0,2,no,No,average,798,200,2007,0,820 NW 95th St,Seattle,WA 98117,USA,2014,5,9
2014-05-10,549900.0,5,2,3060.0,7015.0,1,no,No,excellent,1600,0,1979,0,10834 31st Ave SW,Seattle,WA 98146,USA,2014,5,10
2014-05-10,320000.0,3,2,2130.0,6969.0,2,no,No,average,2130,0,2003,0,Cedar to Green River Trail,Maple Valley,WA 98038,USA,2014,5,10
2014-05-10,875000.0,4,2,2520.0,6000.0,1,no,No,average,1400,1120,1921,2007,6521 Fremont Ave N,Seattle,WA 98103,USA,2014,5,10
2014-05-10,265000.0,4,1,1940.0,9533.0,1,no,No,average,1080,860,1962,2003,9908 S 210th Pl,Kent,WA 98031,USA,2014,5,10
2014-05-10,394950.0,3,2,1350.0,1250.0,3,no,No,average,1270,80,2006,0,5940 California Ave SW,Seattle,WA 98136,USA,2014,5,10
2014-05-11,842500.0,4,2,2160.0,5298.0,2,no,No,good,2160,0,1902,0,906 17th Ave,Seattle,WA 98122,USA,2014,5,11
2014-05-11,368000.0,3,2,1370.0,1350.0,2,no,No,average,1010,360,2007,0,5411 Fauntleroy Way SW,Seattle,WA 98136,USA,2014,5,11
2014-05-12,469000.0,4,2,1980.0,7683.0,1,no,No,average,1590,0,2001,0,25005 NE Patterson Way,Redmond,WA 98053,USA,2014,5,12
2014-05-12,885000.0,4,2,2830.0,5000.0,2,no,No,average,2830,0,1995,0,3503 NE 43rd St,Seattle,WA 98105,USA,2014,5,12
2014-05-12,453246.0,3,2,2010.0,2287.0,2,no,No,average,1390,620,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA,2014,5,12
2014-05-12,927000.0,4,2,3300.0,12090.0,2,no,No,average,3300,0,1953,0,9155 NE 21st Pl,Clyde Hill,WA 98004,USA,2014,5,12
2014-05-12,490000.0,2,2,1230.0,1391.0,2,no,No,average,870,360,2004,2003,106 24th Ave E,Seattle,WA 98112,USA,2014,5,12
2014-05-12,341000.0,3,1,1720.0,7119.0,1,no,No,good,1720,0,1952,0,17050 14th Avenue Northeast,Shoreline,WA 98155,USA,2014,5,12
2014-05-12,235000.0,3,1,810.0,2451.0,1,no,No,excellent,810,0,1941,0,9413 34th Ave SW,Seattle,WA 98126,USA,2014,5,12
2014-05-12,469000.0,3,1,1560.0,8078.0,1,yes,excellent,good,1560,0,1928,0,3603 W Mercer Way,Mercer Island,WA 98040,USA,2014,5,12
2014-05-12,560000.0,3,2,2560.0,7683.0,1,no,No,average,2560,0,1986,0,19211 SE 342nd St,Auburn,WA 98092,USA,2014,5,12
2014-05-12,900000.0,4,3,1980.0,7683.0,2,no,No,average,3420,0,1978,0,3709 131st Ave NE,Bellevue,WA 98005,USA,2014,5,12
2014-05-12,255000.0,2,1,1220.0,2500.0,1,no,No,average,770,450,1910,2006,3017 SW Hinds St,Seattle,WA 98126,USA,2014,5,12
2014-05-12,469000.0,5,2,3650.0,7683.0,1,no,No,good,2360,0,1975,0,1216 86th Ave NE,Bellevue,WA 98004,USA,2014,5,12
2014-05-12,876650.0,3,3,2170.0,12508.0,1,no,No,excellent,1650,520,1928,1970,4436-4446 W Mercer Way,Mercer Island,WA 98040,USA,2014,5,12
2014-05-12,540000.0,4,2,2540.0,7683.0,1,no,No,average,1450,1090,1990,2009,31907 NE 139th St,Duvall,WA 98019,USA,2014,5,12
2014-05-12,350000.0,2,1,910.0,4500.0,1,no,No,good,910,0,1906,1990,4430 Letitia Ave S,Seattle,WA 98118,USA,2014,5,12
2014-05-12,750000.0,4,2,2980.0,4930.0,2,no,No,average,2890,90,2000,0,16512 SE 64th Pl,Bellevue,WA 98006,USA,2014,5,12
2014-05-12,582000.0,4,1,2120.0,4650.0,1,no,poor,average,1190,930,1951,1994,9214 Cyrus Ave NW,Seattle,WA 98117,USA,2014,5,12
2014-05-12,469000.0,4,3,3460.0,3997.0,2,no,No,average,2560,900,2004,2003,2346 N 59th St,Seattle,WA 98103,USA,2014,5,12
2014-05-12,372500.0,5,3,2480.0,10090.0,1,no,No,average,1300,1180,2004,2003,5537 S 119th St,Seattle,WA 98178,USA,2014,5,12
2014-05-12,410000.0,3,2,2200.0,7683.0,2,no,No,average,2200,0,1987,2000,21709 SE 255th Pl,Maple Valley,WA 98038,USA,2014,5,12
2014-05-12,360000.0,4,2,1730.0,5500.0,1,no,No,excellent,1010,720,1943,0,7953 14th Ave SW,Seattle,WA 98106,USA,2014,5,12
2014-05-12,469000.0,3,2,2920.0,7683.0,1,no,excellent,good,1800,1120,1954,1983,5220 SW Pritchard St,Seattle,WA 98116,USA,2014,5,12
2014-05-12,225000.0,3,1,990.0,8012.0,1,no,No,good,990,0,1966,0,16411 120th Ave SE,Renton,WA 98058,USA,2014,5,12
2014-05-12,647000.0,4,2,3040.0,6887.0,2,no,No,average,3040,0,1999,0,215 243rd Ave SE,Sammamish,WA 98074,USA,2014,5,12
2014-05-12,469000.0,5,3,1980.0,7683.0,1,no,No,good,3200,0,2003,0,20325 NE 198th St,Woodinville,WA 98077,USA,2014,5,12
2014-05-12,185000.0,3,1,1370.0,8470.0,1,no,No,good,1370,0,1961,2001,2420 Dogwood St SE,Auburn,WA 98092,USA,2014,5,12
2014-05-12,335000.0,3,2,1940.0,4927.0,2,no,No,average,1940,0,2004,2003,17217 Woodside Dr SE,Renton,WA 98058,USA,2014,5,12
2014-05-12,210000.0,3,2,1040.0,2643.0,2,no,No,average,720,320,2004,2003,5145 S Roxbury St,Seattle,WA 98118,USA,2014,5,12
2014-05-12,522000.0,4,2,1800.0,8623.0,1,no,No,good,1360,440,1980,0,11725 NE 102nd Pl,Kirkland,WA 98033,USA,2014,5,12
2014-05-12,770000.0,3,1,1720.0,5000.0,1,no,No,average,1720,0,1954,2014,1614 33rd Ave,Seattle,WA 98122,USA,2014,5,12
2014-05-12,499950.0,3,1,980.0,6380.0,1,no,No,average,760,220,1941,1994,1733 NE 88th St,Seattle,WA 98115,USA,2014,5,12
2014-05-12,751000.0,4,2,3110.0,6142.0,2,no,No,average,3110,0,2004,2003,11461-11577 172nd Ave NE,Redmond,WA 98052,USA,2014,5,12
2014-05-12,330000.0,5,3,2100.0,7715.0,1,no,No,average,1250,850,2013,1923,1047-1099 S 130th St,Burien,WA 98168,USA,2014,5,12
2014-05-12,465000.0,3,1,2020.0,11358.0,1,no,No,good,1190,830,1956,0,11618 NE 65th St,Kirkland,WA 98033,USA,2014,5,12
2014-05-12,850000.0,4,1,2350.0,11914.0,1,no,No,good,2350,0,1961,2001,8223 SE 71st St,Mercer Island,WA 98040,USA,2014,5,12
2014-05-12,469000.0,4,2,3290.0,12329.0,1,no,No,good,3290,0,1968,0,9202 SE 46th St,Mercer Island,WA 98040,USA,2014,5,12
2014-05-12,302000.0,5,2,2180.0,7813.0,2,no,No,average,2180,0,1986,0,26405 218th Ave SE,Maple Valley,WA 98038,USA,2014,5,12
2014-05-12,500000.0,2,2,1290.0,1334.0,3,no,No,average,1290,0,2007,0,5900 20th Ave NW,Seattle,WA 98107,USA,2014,5,12
2014-05-12,201000.0,3,1,1460.0,9750.0,1,no,No,good,1460,0,1969,0,30928 148th Ave SE,Kent,WA 98042,USA,2014,5,12
2014-05-12,265000.0,2,1,1290.0,2828.0,2,no,No,average,1290,0,2008,0,23549 NE 111th St,Redmond,WA 98053,USA,2014,5,12
2014-05-12,870300.0,4,2,2350.0,3150.0,1,no,No,good,1690,660,1910,0,4410 Burke Ave N,Seattle,WA 98103,USA,2014,5,12
2014-05-12,339000.0,3,1,1080.0,8100.0,1,no,No,good,1080,0,1955,2009,20248 20th Ave NE,Shoreline,WA 98155,USA,2014,5,12
2014-05-12,690000.0,4,2,2670.0,7683.0,2,no,No,good,2670,0,1989,0,24127 SE 45th Pl,Issaquah,WA 98029,USA,2014,5,12
2014-05-12,788000.0,4,3,3680.0,5759.0,2,no,No,average,2840,840,2003,0,570 Wilderness Peak Dr NW,Issaquah,WA 98027,USA,2014,5,12
2014-05-12,315275.0,3,1,1440.0,8040.0,1,no,No,average,960,480,1951,1994,11521 22nd Ave NE,Seattle,WA 98125,USA,2014,5,12
2014-05-12,505000.0,4,1,1940.0,4800.0,1,no,No,excellent,1030,910,1922,1956,414 14th Ave,Seattle,WA 98122,USA,2014,5,12
2014-05-12,368000.0,3,1,1280.0,9898.0,1,no,No,average,1280,0,1968,1997,13222 NE 193rd Pl,Woodinville,WA 98072,USA,2014,5,12
2014-05-12,469000.0,3,2,2980.0,7683.0,1,yes,average,excellent,2180,800,1917,0,Indian Trail,Burien,WA 98166,USA,2014,5,12
2014-05-12,156000.0,3,1,970.0,8580.0,1,no,No,average,970,0,1959,1989,29621 18th Ave S,Federal Way,WA 98003,USA,2014,5,12
2014-05-12,610000.0,4,3,2110.0,5000.0,1,no,average,good,1640,470,1930,0,9319 45th Ave SW,Seattle,WA 98136,USA,2014,5,12
2014-05-12,420000.0,2,2,1480.0,1369.0,3,no,No,average,1480,0,2009,0,8107 165th Ave NE,Redmond,WA 98052,USA,2014,5,12
2014-05-12,192000.0,2,1,700.0,10540.0,1,no,No,average,700,0,1953,0,124 SW 185th St,Normandy Park,WA 98166,USA,2014,5,12
2014-05-12,910000.0,3,2,2700.0,6120.0,1,no,No,good,1350,0,1962,0,124 NE 61st St,Seattle,WA 98115,USA,2014,5,12
2014-05-12,469000.0,4,3,2330.0,9687.0,2,no,good,average,2330,0,1918,0,731 McGilvra Blvd E,Seattle,WA 98112,USA,2014,5,12
2014-05-12,469000.0,5,1,3380.0,7683.0,1,no,No,good,1690,0,1963,0,9640 NE 32nd St,Clyde Hill,WA 98004,USA,2014,5,12
2014-05-12,840000.0,4,2,2600.0,2750.0,1,no,No,average,1620,980,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,USA,2014,5,12
2014-05-12,300000.0,2,1,1360.0,8100.0,1,no,No,average,860,500,1975,0,13730 2nd Ave NW,Seattle,WA 98177,USA,2014,5,12
2014-05-12,505000.0,4,2,2780.0,6369.0,1,no,No,average,1590,1190,1978,0,9311 NE 142nd St,Kirkland,WA 98034,USA,2014,5,12
2014-05-12,110000.0,3,1,1250.0,7683.0,1,no,No,excellent,1250,0,1945,0,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA,2014,5,12
2014-05-12,746000.0,3,2,2620.0,8950.0,2,no,No,average,2620,0,1992,0,16580 SE 57th Pl,Bellevue,WA 98006,USA,2014,5,12
2014-05-12,211000.0,3,1,1350.0,7620.0,1,no,No,excellent,1350,0,1941,0,16251 12th Ave SW,Burien,WA 98166,USA,2014,5,12
2014-05-12,675000.0,4,3,2400.0,3340.0,1,no,No,good,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA,2014,5,12
2014-05-12,734200.0,4,2,2760.0,5000.0,1,no,No,excellent,1680,1080,1928,1970,950 NW 60th St,Seattle,WA 98107,USA,2014,5,12
2014-05-12,469000.0,4,2,3070.0,7683.0,1,no,good,average,1870,1200,1976,0,8434 W Mercer Way,Mercer Island,WA 98040,USA,2014,5,12
2014-05-12,615000.0,2,1,2040.0,7683.0,1,yes,good,good,2040,0,1919,1990,23014 Vashon Hwy SW,Vashon,WA 98070,USA,2014,5,12
2014-05-12,630000.0,4,2,1770.0,6000.0,2,no,No,excellent,1770,0,1911,1981,3219 34th Ave W,Seattle,WA 98199,USA,2014,5,12
2014-05-12,469000.0,4,3,3490.0,9170.0,2,no,No,average,3490,0,2012,1912,10442 SE 13th St,Bellevue,WA 98004,USA,2014,5,12
2014-05-12,301500.0,2,1,830.0,1333.0,2,no,No,average,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA,2014,5,12
2014-05-12,369000.0,2,2,980.0,895.0,2,no,No,average,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,USA,2014,5,12
2014-05-12,635000.0,3,2,1570.0,1433.0,3,no,No,average,1570,0,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA,2014,5,12
2014-05-12,469000.0,4,3,3270.0,5187.0,2,no,No,average,3110,160,2014,0,10774 155th Pl NE,Redmond,WA 98052,USA,2014,5,12
2014-05-12,383000.0,4,2,2160.0,6223.0,2,no,No,average,2160,0,2010,0,22442-22446 Southeast 281st Court,Maple Valley,WA 98038,USA,2014,5,12
2014-05-12,469000.0,4,3,3280.0,11000.0,2,no,No,average,2320,960,2008,0,1313 4th St,Kirkland,WA 98033,USA,2014,5,12
2014-05-13,455000.0,4,2,3360.0,7685.0,2,no,No,average,3360,0,2001,0,18416 172nd Ct SE,Renton,WA 98058,USA,2014,5,13
2014-05-13,819900.0,5,2,3150.0,7119.0,2,no,No,average,3150,0,2013,1923,8082-8160 142nd Ave NE,Redmond,WA 98052,USA,2014,5,13
2014-05-13,625000.0,3,3,1810.0,1846.0,2,no,No,good,1440,370,2009,0,512-598 21st Ave,Seattle,WA 98122,USA,2014,5,13
2014-05-13,651000.0,4,2,2740.0,7140.0,2,no,No,average,2740,0,1993,0,2476 239th Pl NE,Sammamish,WA 98074,USA,2014,5,13
2014-05-13,480000.0,5,2,3830.0,7683.0,1,no,No,average,2130,0,1976,0,18125 194th Ave NE,Woodinville,WA 98077,USA,2014,5,13
2014-05-13,757000.0,3,3,3190.0,5283.0,2,no,No,average,3190,0,2007,0,2065 NE Nelson Ln,Issaquah,WA 98029,USA,2014,5,13
2014-05-13,460000.0,3,2,2350.0,10450.0,1,no,No,average,1390,960,1977,2004,15801 63rd Ave NE,Kenmore,WA 98028,USA,2014,5,13
2014-05-13,267345.0,4,2,2510.0,8165.0,1,no,No,good,1610,900,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA,2014,5,13
2014-05-13,530000.0,2,2,1680.0,4950.0,1,no,No,average,1680,0,2006,0,23726 NE 134th Pl,Redmond,WA 98053,USA,2014,5,13
2014-05-13,449500.0,3,2,1770.0,6610.0,1,no,No,good,960,810,1954,1979,19293 Stone Ave N,Shoreline,WA 98133,USA,2014,5,13
2014-05-13,289000.0,3,1,1090.0,7315.0,1,no,No,excellent,1090,0,1981,0,4018 NE 6th Ct,Renton,WA 98056,USA,2014,5,13
2014-05-13,373000.0,5,2,3001.0,5710.0,2,no,No,average,3001,0,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA,2014,5,13
2014-05-13,525000.0,5,3,2450.0,4591.0,2,no,No,average,2450,0,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA,2014,5,13
2014-05-13,777000.0,3,3,3610.0,7683.0,2,no,No,average,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA,2014,5,13
2014-05-13,550000.0,4,2,2250.0,7500.0,1,no,No,excellent,1200,1050,1956,0,2448 137th Ave SE,Bellevue,WA 98005,USA,2014,5,13
2014-05-13,523000.0,3,1,1240.0,7735.0,1,no,No,good,1240,0,1957,2001,1020 163rd Ave SE,Bellevue,WA 98008,USA,2014,5,13
2014-05-13,628000.0,4,2,2260.0,6000.0,1,no,No,average,1430,830,1958,2004,8028 27th Ave NE,Seattle,WA 98115,USA,2014,5,13
2014-05-13,581000.0,4,1,2090.0,8164.0,1,no,No,good,1070,1020,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA,2014,5,13
2014-05-13,245000.0,5,1,2020.0,7902.0,1,no,No,average,1220,800,1962,2003,10412 Aqua Way S,Seattle,WA 98168,USA,2014,5,13
2014-05-13,415000.0,3,1,1960.0,5000.0,1,no,No,excellent,980,980,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA,2014,5,13
2014-05-13,469000.0,5,2,3120.0,7683.0,2,no,No,good,3120,0,1969,0,9045 NE 40th Pl,Yarrow Point,WA 98004,USA,2014,5,13
2014-05-13,225000.0,3,1,1250.0,7500.0,1,no,No,average,1250,0,1967,2011,1405 E Maple St,Kent,WA 98030,USA,2014,5,13
2014-05-13,287000.0,3,2,1490.0,9600.0,1,no,No,good,1170,320,1987,0,27020 NE Ring St,Duvall,WA 98019,USA,2014,5,13
2014-05-13,799200.0,3,3,2890.0,2370.0,2,no,No,average,2290,600,1906,2014,420 Boylston Ave E,Seattle,WA 98102,USA,2014,5,13
2014-05-13,239950.0,3,1,1900.0,7683.0,1,no,No,good,1900,0,1942,1982,36400-36452 51st Ave S,Auburn,WA 98001,USA,2014,5,13
2014-05-13,591000.0,3,1,1680.0,2400.0,1,no,No,excellent,870,810,1922,1956,1600-1608 25th Ave,Seattle,WA 98122,USA,2014,5,13
2014-05-13,700000.0,3,2,2030.0,8398.0,2,no,No,good,2030,0,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA,2014,5,13
2014-05-13,475000.0,4,2,3740.0,8700.0,1,no,No,average,2260,0,2004,2003,16700 SE 161st St,Renton,WA 98058,USA,2014,5,13
2014-05-13,575000.0,3,1,1580.0,11750.0,1,no,No,good,1180,400,1951,1999,5461 S Othello St,Seattle,WA 98118,USA,2014,5,13
2014-05-13,771000.0,3,2,1780.0,6120.0,1,no,No,good,1390,390,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA,2014,5,13
2014-05-13,155000.0,2,1,910.0,6232.0,1,no,No,average,910,0,1943,2002,4812 S Chicago St,Seattle,WA 98118,USA,2014,5,13
2014-05-13,550000.0,3,2,3440.0,8100.0,2,no,No,average,3440,0,1970,2014,718 N 95th St,Seattle,WA 98103,USA,2014,5,13
2014-05-13,645000.0,3,2,1740.0,7683.0,2,no,No,good,1740,0,1975,0,1673 Rosemont Blvd,Bellevue,WA 98008,USA,2014,5,13
2014-05-13,464000.0,5,2,3400.0,8970.0,1,no,No,good,1700,0,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA,2014,5,13
2014-05-13,469000.0,4,3,1980.0,7683.0,2,no,No,average,1590,0,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA,2014,5,13
2014-05-13,350000.0,3,2,2010.0,7683.0,2,no,No,average,2010,0,1977,2004,10711 SW 111th Pl,Vashon,WA 98070,USA,2014,5,13
2014-05-13,591000.0,4,2,2710.0,7683.0,2,no,No,good,2710,0,1977,0,19615 182nd Ave NE,Woodinville,WA 98077,USA,2014,5,13
2014-05-13,469000.0,4,2,1980.0,7683.0,2,yes,average,fair,1590,730,1923,0,4437 55th Ave NE,Seattle,WA 98105,USA,2014,5,13
2014-05-13,717000.0,3,1,1310.0,3880.0,1,no,No,average,1090,220,1956,2001,7325 Earl Ave NW,Seattle,WA 98117,USA,2014,5,13
2014-05-13,225000.0,4,1,1950.0,12559.0,1,no,No,average,1950,0,1939,1969,4030-4198 S 186th St,SeaTac,WA 98188,USA,2014,5,13
